id,title,album,duration,release_date,rank,bpm,gain,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,artist_8,artist_9,artist_10,in_POJ,in_POE,in_POF,in_POK,in_JRK,in_RFR,in_RUS,in_JFK,in_LOF,in_MSC,in_DEM,in_?XD,in_SLV,in_CHV,in_CTV,in_HPV,in_NRV,in_FCV,in_CUD,in_ONE,in_ADD,in_RCN,in_SGM,in_VCL,in_LRB,in_FAV,in_JFA,in_EFA
1786496147,Re:birth day,Wahl,267,2020-07-15,37566,0.0,-6.5,Roselia,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786496087,BRAVE JEWEL,Wahl,247,2020-07-15,65135,0.0,-6.5,Roselia,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1786496107,FIRE BIRD,Wahl,324,2020-07-15,199077,0.0,-7.8,Roselia,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1815888657,シャルル (Cover),ガルパ ボカロカバーコレクション,232,2022-07-16,37155,0.0,-7.1,Roselia,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,
2501912031,KING (Cover),バンドリ！ ガールズバンドパーティ！ カバーコレクションVol.6,134,2023-10-27,12570,0.0,-6.8,Roselia,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,
552360892,Hiroshima,Disizilla,208,2018-09-14,375988,145.07,-10.4,Disiz,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1280075992,Go Go Gadget,Extra-lucide,249,2012-10-29,550799,0.0,-8.3,Disiz,Orelsan,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2319619,Inspecteur Disiz,Inspecteur Disiz,234,2005-09-27,22215,95.0,-8.8,Disiz,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2423948,J'Pète Les Plombs (Intro),Le Poisson Rouge,224,2000-01-01,692452,95.9,-10.0,Disiz,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
17490404,Moïse,Lucide,262,2012-03-26,1068,154.3,-9.4,Disiz,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1684875407,BEAUGARÇONNE,L’Amour,150,2022-03-18,594007,0.0,-9.4,Disiz,Prinzly,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
370862881,Compliqué,Pacifique,215,2017-06-09,402830,102.85,-10.0,Disiz,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
370862961,Qu'ils ont de la chance,Pacifique,282,2017-06-09,732804,137.81,-9.4,Disiz,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,True,,
370862971,Autre espèce,Pacifique,266,2017-06-09,573208,109.96,-9.2,Disiz,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,True,,,,,,True,,
370862991,Auto-Dance,Pacifique,325,2017-06-09,610135,177.44,-8.4,Disiz,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
370862821,Splash,Pacifique,221,2017-06-09,542643,114.84,-10.4,Disiz,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1684966707,RENCONTRE,RENCONTRE,198,2022-03-16,867225,0.0,-11.8,Disiz,Damso,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,
976211572,Brave Shine,Brave Shine,230,2016-03-17,472592,0.0,-7.6,Aimer,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,
975987642,September San,Choucho Musubi,302,2016-08-17,144341,124.16,-7.1,Aimer,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995460787,Kataomoi - From THE FIRST TAKE,Deep down,222,2022-12-14,140746,0.0,-10.2,Aimer,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,
975912992,One,ONE / Hanano Uta / Rokutouseino Yoru Magic Blue Version,331,2018-11-02,62003,128.8,-6.5,Aimer,,,,,,,,,,True,,,,,,,,,,,,,,True,True,,,,,,,,,,,,
976013262,Ref:rain,Ref:rain / Mabayui Bakari,290,2018-02-21,294105,156.01,-7.0,Aimer,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063275082,SPARK-AGAIN,SPARK-AGAIN,244,2020-09-09,377580,0.0,-5.6,Aimer,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,
1231170692,Torches,Walpurgis,292,2021-04-14,377712,0.0,-8.4,Aimer,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,True,,,,,,True,True,
1562451422,Zankyosanka,Zankyosanka,184,2021-12-06,590432,0.0,-6.5,Aimer,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,
703051272,Acid Dreams,Acid Dreams,183,2019-07-19,218098,99.86,-7.6,MAX,Felly,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1077875042,Blueberry Eyes (feat. SUGA of BTS),Blueberry Eyes (feat. SUGA of BTS),172,2020-09-15,407571,0.0,-9.7,MAX,Suga,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,True,,True
779382342,Checklist (feat. Chromeo),Checklist (feat. Chromeo),135,2019-11-01,320704,0.0,-8.1,MAX,Chromeo,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2650564872,WASABI,LOVE IN STEREO,167,2024-02-16,212160,0.0,-7.9,MAX,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
650377082,Love Me Less (feat. Quinn XCII),Love Me Less (feat. Quinn XCII),177,2019-04-05,406128,145.07,-7.0,MAX,Quinn XCII,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,
2640938982,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),173,2024-02-09,469601,0.0,-8.4,MAX,HUH YUNJIN,,,,,,,,,,True,,,,,,,,,,,,True,,True,,,,,,,,,,True,,True
593087402,The Other Side,The Greatest Showman: Reimagined (Deluxe),210,2017-12-08,217900,153.69,-8.5,MAX,Ty Dolla $ign,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True
873674422,Where Am I At,Where Am I At,208,2020-02-28,180181,0.0,-7.8,MAX,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1025262952,Working For The Weekend (feat. bbno$),Working For The Weekend (feat. bbno$),165,2020-09-04,277661,0.0,-8.0,MAX,bbno$,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,,,,,,True,,True
619668572,100 Bad Days,100 Bad Days,212,2019-01-30,473233,0.0,-7.9,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True
857696442,Bang!,Bang!,171,2020-02-12,553338,0.0,-8.8,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,True,,,,,,True,,True
472252002,Burn the House Down,Burn the House Down,212,2018-03-23,535836,0.0,-7.5,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
663875132,Karma,Neotheater,245,2019-04-26,448214,0.0,-8.1,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1279525072,Bummerland,OK ORCHESTRA,189,2021-03-26,335543,0.0,-9.9,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1279525082,3 O'Clock Things,OK ORCHESTRA,229,2021-03-26,405489,0.0,-10.3,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1279525172,Way Less Sad,OK ORCHESTRA,206,2021-03-26,555831,0.0,-9.5,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,
1279525162,World's Smallest Violin,OK ORCHESTRA,180,2021-03-26,623122,0.0,-9.5,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,
372591901,Weak,The Click,202,2017-06-09,684156,124.16,-7.7,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True
549597382,The Good Part,The Click (Deluxe Edition),227,2018-09-14,626401,0.0,-6.6,AJR,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
946494082,The Lotto,The Lotto,193,2016-09-30,308574,0.0,-7.4,Ingrid Michaelson,AJR,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,
3059676131,Come Play (from the series Arcane League of Legends),Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),161,2024-11-23,759854,0.0,-7.2,Stray Kids,Young Miko,Tom Morello,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,True,,,,True,,True
1642054082,CHEESE,NOEASY,182,2021-08-23,597728,0.0,-6.1,Stray Kids,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,
1642054092,Thunderous,NOEASY,183,2021-08-23,675090,0.0,-7.3,Stray Kids,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,
1642054102,DOMINO,NOEASY,198,2021-08-23,643503,0.0,-6.0,Stray Kids,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,True,,
1642054172,"Red Lights (Bang Chan, Hyunjin)",NOEASY,189,2021-08-23,733316,0.0,-7.2,Stray Kids,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,
1642054212,Mixtape : OH,NOEASY,212,2021-08-23,429536,0.0,-8.0,Stray Kids,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,True,,
1642054122,The View,NOEASY,201,2021-08-23,441907,0.0,-6.9,Stray Kids,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1642054182,"Surfin’ (Lee Know, Changbin, Felix)",NOEASY,191,2021-08-23,477035,0.0,-8.2,Stray Kids,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2553000532,Buriki No Dance,Buriki No Dance,199,2023-11-29,315910,0.0,-5.8,Ado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1235697122,Gira Gira,Gira Gira,276,2021-02-14,444513,0.0,-8.0,Ado,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,
2474193531,Kura Kura,Kura Kura,191,2023-10-05,482572,0.0,-7.4,Ado,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,
1774489177,New Genesis (UTA from ONE PIECE FILM RED),New Genesis (UTA from ONE PIECE FILM RED),228,2022-06-08,548101,0.0,-5.5,Ado,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348443722,Odo,Odo,208,2021-04-27,527127,0.0,-4.3,Ado,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,
2431779715,Show,Show,189,2023-09-06,607953,0.0,-4.2,Ado,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1849821977,Backlight,UTA'S SONGS ONE PIECE FILM RED,237,2022-08-10,610748,0.0,-6.7,Ado,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1849822027,BINKUSUNO SAKE,UTA'S SONGS ONE PIECE FILM RED,207,2022-08-10,500323,0.0,-8.7,Ado,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110641342,Usseewa,Usseewa,204,2020-10-23,659397,0.0,-5.5,Ado,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2533444641,unravel,unravel,239,2023-11-15,568997,0.0,-5.7,Ado,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
71349019,Au Palais Royal / Les Prostituées,"1789, Les Amants De La Bastille (Super Deluxe)",208,2013-01-01,210524,147.1,-10.1,"The Paris Cast Of 1789, Les Amants De La Bastille",David Ban,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
71349021,Tomber Dans Ses Yeux,"1789, Les Amants De La Bastille (Super Deluxe)",168,2013-01-01,292305,147.1,-10.5,"The Paris Cast Of 1789, Les Amants De La Bastille",Louis Delort,Camille Lou,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,
71349022,Maniaque,"1789, Les Amants De La Bastille (Super Deluxe)",179,2013-01-01,238892,133.8,-10.1,"The Paris Cast Of 1789, Les Amants De La Bastille",Matthieu Carnot,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
71349024,Hey Ha,"1789, Les Amants De La Bastille (Super Deluxe)",186,2013-01-01,226532,164.1,-11.7,"The Paris Cast Of 1789, Les Amants De La Bastille",Sebastien Agius,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,
71349025,Pic & Pic,"1789, Les Amants De La Bastille (Super Deluxe)",183,2013-01-01,283806,157.2,-8.5,"The Paris Cast Of 1789, Les Amants De La Bastille",,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,
71349032,Nous Ne Sommes,"1789, Les Amants De La Bastille (Super Deluxe)",226,2013-01-01,261517,153.7,-10.6,"The Paris Cast Of 1789, Les Amants De La Bastille",Louis Delort,Rod Janois,David Ban,Sebastien Agius,Matthieu Carnot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
71349035,Sur Ma Peau,"1789, Les Amants De La Bastille (Super Deluxe)",180,2013-01-01,259921,95.9,-10.2,"The Paris Cast Of 1789, Les Amants De La Bastille",Louis Delort,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,True,,
1355534372,Orion,BOOTLEG,280,2017-11-01,312810,103.88,-8.7,Kenshi Yonezu,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355534442,Nighthawks,BOOTLEG,260,2017-11-01,163450,150.89,-7.5,Kenshi Yonezu,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355534392,Moonlight,BOOTLEG,224,2017-11-01,137403,87.04,-9.8,Kenshi Yonezu,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2353060455,Chikyugi - Spinning Globe,Chikyugi - Spinning Globe,273,2023-07-17,545962,0.0,-13.6,Kenshi Yonezu,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1946911957,KICK BACK,KICK BACK,193,2022-10-12,686559,0.0,-7.5,Kenshi Yonezu,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2188251317,LADY,LADY,207,2023-03-21,279576,0.0,-9.6,Kenshi Yonezu,,,,,,,,,,True,,,,,,,,,,,,,True,,True,,,,,,,,,,True,True,
1355417372,LOSER,LOSER / NUMBER NINE,241,2016-09-28,328163,0.0,-6.6,Kenshi Yonezu,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,True,,,,,,True,True,
1396482152,Shinigami,Pale Blue,180,2021-06-16,332994,0.0,-9.2,Kenshi Yonezu,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1100228952,Flamingo,STRAY SHEEP,196,2020-08-05,295767,0.0,-9.1,Kenshi Yonezu,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,True,True,
1461261082,Gamushara,Gamushara,235,2021-08-31,392514,0.0,-5.9,CHiCO with HoneyWorks,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067405902,Kessen spirit,Matatakusekaini Aiwo Yurase,271,2020-09-16,327651,0.0,-6.0,CHiCO with HoneyWorks,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,True,,,,,,True,True,
1067406032,Otomedomoyo,Matatakusekaini Aiwo Yurase,253,2020-09-16,160266,0.0,-7.5,CHiCO with HoneyWorks,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067405962,Hikari Shoumeiron,Matatakusekaini Aiwo Yurase,272,2020-09-16,143395,0.0,-6.2,CHiCO with HoneyWorks,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,
975898962,Nostalgic Rainfall,Nostalgic Rain Fall,237,2018-01-24,172356,0.0,-6.6,CHiCO with HoneyWorks,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
976095802,Pride Kakumei,Pride Kakumei,233,2015-08-05,284687,0.0,-5.8,CHiCO with HoneyWorks,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,
976501912,Aino Scenario,Sekai Ha i Ni Michiteiru,258,2015-11-20,232099,0.0,-6.6,CHiCO with HoneyWorks,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
976046782,Sekaiwa Koi Ni Ochiteiru,Sekai Wa Koi Ni Ochiteiru,311,2014-08-06,352767,130.01,-8.3,CHiCO with HoneyWorks,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100846752,Sekaiha koini ochiteiru from the first take,Sekaiha koini ochiteiru from the first take,350,2020-10-23,87816,0.0,-11.3,CHiCO with HoneyWorks,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1248334232,Life Will Change,PERSONA5 ORIGINAL SOUNDTRACK,262,2017-01-17,463457,0.0,-9.0,Lyn Inaizumi,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,
1248334362,Last Surprise,PERSONA5 ORIGINAL SOUNDTRACK,235,2017-01-17,492545,0.0,-9.8,Lyn Inaizumi,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,True,,,,,,True,,
1248335192,Rivers In the Desert,PERSONA5 ORIGINAL SOUNDTRACK,315,2017-01-17,403473,0.0,-10.8,Lyn Inaizumi,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1248334202,"Wake Up, Get Up, Get Out There",PERSONA5 ORIGINAL SOUNDTRACK,277,2017-01-17,420713,0.0,-10.3,Lyn Inaizumi,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,,,,,,True,,
1248335072,The Whims of Fate,PERSONA5 ORIGINAL SOUNDTRACK,193,2017-01-17,342367,0.0,-9.8,Lyn Inaizumi,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,
1248334562,Tokyo Daylight,PERSONA5 ORIGINAL SOUNDTRACK,124,2017-01-17,290671,0.0,-10.5,Lyn Inaizumi,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1248334482,Beneath the Mask,PERSONA5 ORIGINAL SOUNDTRACK,277,2017-01-17,439537,0.0,-12.8,Lyn Inaizumi,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2520429321,Inextinguishable,Persona 5 Tactica Original Soundtrack,298,2023-11-17,93784,0.0,-7.5,Lyn Inaizumi,ATLUS Sound Team,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248345032,Invitation to Freedom,ペルソナQ2 ニュー シネマ ラビリンス オリジナル・サウンドトラック,212,2018-12-19,252688,0.0,-10.1,Lyn Inaizumi,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1439536642,Imagination,Best Of The Best,177,2021-08-11,462759,0.0,-6.6,Spyair,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,
1439536472,I'm a Believer,Best Of The Best,214,2021-08-11,337703,0.0,-5.8,Spyair,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1080285072,One Day,One Day,202,2020-10-03,272471,0.0,-6.2,Spyair,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,
1176876362,Sakuramitsutsuki,Wadachi,217,2021-01-06,384399,0.0,-7.1,Spyair,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,True,True,
1176876372,Some Like It Hot!!,Wadachi,193,2021-01-06,308762,0.0,-6.1,Spyair,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,True,
1176876332,I Wanna Be...,Wadachi,235,2021-01-06,323495,0.0,-5.8,Spyair,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,True,True,
1176876322,Wadachi,Wadachi,222,2021-01-06,109143,0.0,-7.1,Spyair,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1176876352,Genjyou Destruction,Wadachi,218,2021-01-06,236591,0.0,-5.8,Spyair,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,
136336110,24K Magic,24K Magic,226,2016-11-18,921510,106.83,-8.8,Bruno Mars,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
136336116,That's What I Like,24K Magic,206,2016-11-18,907259,133.8,-9.5,Bruno Mars,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
8011853,The Lazy Song,Doo-Wops & Hooligans,189,2010-10-05,928614,0.0,-9.9,Bruno Mars,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True
8011854,Marry You,Doo-Wops & Hooligans,230,2010-10-05,929646,0.0,-6.7,Bruno Mars,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
8011852,Runaway Baby,Doo-Wops & Hooligans,148,2010-10-05,864629,0.0,-7.0,Bruno Mars,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,True,,True
8011855,Talking to the Moon,Doo-Wops & Hooligans,217,2010-10-05,892643,0.0,-8.3,Bruno Mars,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
14954267,"Young, Wild & Free (feat. Bruno Mars)",Mac and Devin Go To High School (Music From and Inspired By The Movie),207,2011-12-09,824553,95.0,-8.0,Snoop Dogg,Wiz Khalifa,Bruno Mars,,,,,,,,,True,,,,,True,,,,,True,,True,,,,,,True,,,,,,True,,True
62724019,When I Was Your Man,Unorthodox Jukebox,213,2012-12-05,957153,146.1,-10.7,Bruno Mars,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
398055682,Jocelyn Flores,17,119,2017-08-25,759793,133.8,-12.0,XXXTentacion,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,
398055712,Revenge,17,120,2017-08-25,783497,140.15,-16.1,XXXTentacion,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
472992592,Moonlight,?,135,2018-03-16,849010,128.0,-9.8,XXXTentacion,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
472992602,SAD!,?,166,2018-03-16,833283,149.8,-9.4,XXXTentacion,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,True,,,,,,True,,True
472992712,changes,?,121,2018-03-16,765039,130.01,-11.1,XXXTentacion,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,True,,True
472992612,the remedy for a broken heart (why am I so in love),?,160,2018-03-16,711495,119.84,-12.0,XXXTentacion,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
824120422,bad vibes forever,Bad Vibes Forever,150,2019-12-06,564481,130.01,-8.5,XXXTentacion,PnB Rock,Trippie Redd,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,True
142594564,Look At Me!,Look At Me!,126,2017-02-20,774248,138.74,-11.0,XXXTentacion,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2539432971,Biri-Biri,Biri-Biri,187,2023-11-18,336091,0.0,-7.7,YOASOBI,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1002378782,たぶん,たぶん,258,2020-07-20,561485,0.0,-8.9,YOASOBI,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2210493097,アイドル,アイドル,213,2023-04-12,686637,0.0,-6.8,YOASOBI,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,
938172292,ハルジオン,ハルジオン,198,2020-05-11,407392,0.0,-5.8,YOASOBI,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449469235,勇者,勇者,194,2023-09-29,572356,0.0,-7.7,YOASOBI,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
824731152,夜に駆ける,夜に駆ける,261,2019-12-15,653347,0.0,-7.8,YOASOBI,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171495792,怪物,怪物,206,2021-01-06,619945,0.0,-8.0,YOASOBI,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,
1053803772,群青,群青,248,2020-09-01,459330,0.0,-6.5,YOASOBI,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,
2288457887,While You Fade Away,Awfully Apeelin',219,2016-08-27,144461,0.0,-11.4,The Happy Fits,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,True,,,,,,True,,True
2288457877,Too Late,Awfully Apeelin',201,2016-08-27,252032,0.0,-12.6,The Happy Fits,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1875017867,Grow Back,Concentrate,305,2018-06-15,289765,0.0,-7.7,The Happy Fits,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1875017887,Mary,Concentrate,194,2018-06-15,435577,0.0,-6.5,The Happy Fits,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1875017877,Heart of a Dancer,Concentrate,218,2018-06-15,393389,0.0,-6.6,The Happy Fits,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,True,,True
1925728707,She Wants Me (To Be Loved),What Could Be Better,199,2020-08-28,342570,0.0,-9.0,The Happy Fits,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,True,,True
1925728697,Hold Me Down,What Could Be Better,223,2020-08-28,179137,0.0,-7.9,The Happy Fits,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2685316392,Rule #34,Rule #34,164,2024-04-01,488809,0.0,-14.1,Fish in a Birdcage,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,True,,True
2814989262,Rule #46 - Poet,Rule #46 - Poet,207,2024-07-05,75882,0.0,-9.0,Fish in a Birdcage,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,True,,True
1103311292,Rule #7 - Angel Tango,Through the Tides,266,2016-03-15,250838,0.0,-14.5,Fish in a Birdcage,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1103311342,Rule #12 - Through the Tides,Through the Tides,333,2016-03-15,139575,0.0,-14.6,Fish in a Birdcage,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1103003032,Rule #21 - Momento Mori,Waterfall,189,2020-10-17,366912,0.0,-14.6,Fish in a Birdcage,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1103003012,Rule #19 - Amigo,Waterfall,170,2020-10-17,146144,0.0,-14.7,Fish in a Birdcage,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,True,,True
1103002962,Rule #14 - Fiddler's Heart,Waterfall,192,2020-10-17,170357,0.0,-14.9,Fish in a Birdcage,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1372015232,POM POM,POM POM,173,2021-05-23,55166,0.0,-8.9,Lilypichu,Vgr,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,
1019946412,a stormy night (feat. TJ Brown),a stormy night (feat. TJ Brown),200,2020-07-04,100277,0.0,-13.3,Lilypichu,TJ Brown,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
